Document Name,Document Title,Document Public Url
44 of 2003 (E).pdf,"THE KARNATAKA GROUND WATER (REGULATION FOR PROTECTION OF SOURCES OF DRINKING WATER) ACT, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/44%20of%202003%20%28E%29.pdf
THE KARNATAKA SCHEDULED CASTES AND SCHEDULED TRIBES (PROHIBITION....ETC 1978-ENG.pdf,"THE KARNATAKA SCHEDULED CASTES AND SCHEDULED TRIBES (PROHIBITION OF TRANSFER OF CERTAIN LANDS) ACT, 1978",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SCHEDULED%20CASTES%20AND%20SCHEDULED%20TRIBES%20%28PROHIBITION....ETC%201978-ENG.pdf
THE KARNATAKA REPEALING OF CERTAIN ENACTMENTS AND...2020 ETC-ENG.pdf,"KARNATAKA ACT NO. 52 OF 2020 THE KARNATAKA REPEALING OF CERTAIN ENACTMENTS AND REGIONAL LAWS Act, 2020",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20REPEALING%20OF%20CERTAIN%20ENACTMENTS%20AND...2020%20ETC-ENG.pdf
"THE KARNATAKA LAND (RESTRICTION ON TRANSFER) ACT, 1991-ENG.pdf","THE KARNATAKA LAND (RESTRICTION ON TRANSFER) ACT, 1991",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20LAND%20%28RESTRICTION%20ON%20TRANSFER%29%20ACT%2C%201991-ENG.pdf
THE TUNGA BHADRA SUGARS (DEVI SUGARS) LIMITED (ACQUISITION AND....ETC 2001-ENG.pdf,"THE TUNGA BHADRA SUGARS (DEVI SUGARS) LIMITED (ACQUISITION AND TRANSFER OF UNDERTAKING) (REPEAL) ACT, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20TUNGA%20BHADRA%20SUGARS%20%28DEVI%20SUGARS%29%20LIMITED%20%28ACQUISITION%20AND....ETC%202001-ENG.pdf
"22 of 2015 (E)THE KANNADA LANGUAGE LEARNING ACT, 2015-ENG.pdf","THE KANNADA LANGUAGE LEARNING ACT, 2015",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/22%20of%202015%20%28E%29THE%20KANNADA%20LANGUAGE%20LEARNING%20ACT%2C%202015-ENG.pdf
"The Karnataka Selection of candidates for Admission to Medical, Dental and...ETC 2004-ENG.pdf","The Karnataka Selection of candidates for Admission to Medical, Dental and Engineering Courses (Special Provisions) Act, 2004",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/The%20Karnataka%20Selection%20of%20candidates%20for%20Admission%20to%20Medical%2C%20Dental%20and...ETC%202004-ENG.pdf
A1908-05 (E).pdf,"THE CODE OF CIVIL PROCEDURE, 1908",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/A1908-05%20%28E%29.pdf
23 of 1964 (E).pdf,"THE KARNATAKA CINEMAS (REGULATION) ACT, 1964",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/23%20of%201964%20%28E%29.pdf
"THE KARNATAKA SAMSKRITA VISHWAVIDYALAYA ACT, 2009-ENG.pdf","THE KARNATAKA SAMSKRITA VISHWAVIDYALAYA ACT, 2009",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SAMSKRITA%20VISHWAVIDYALAYA%20ACT%2C%202009-ENG.pdf
27 of 1987 (E).pdf,"THE CODE OF CRIMINAL PROCEDURE (KARNATAKA AMENDMENT) ACT, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/27%20of%201987%20%28E%29.pdf
"20 of 2019 (E)Dr. B. R. Ambedkar School of Economics University, Bengaluru Act, 2018(20 of 2019)- Amended by Act 05 of 2021..pdf","DR. B.R. AMBEDKAR SCHOOL OF ECONOMICS UNIVERSITY, BENGALURU ACT, 2018",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/20%20of%202019%20%28E%29Dr.%20B.%20R.%20Ambedkar%20School%20of%20Economics%20University%2C%20Bengaluru%20Act%2C%202018%2820%20of%202019%29-%20Amended%20by%20Act%2005%20of%202021..pdf
11 of 1999 (E).pdf,"THE KARNATAKA CEILING ON GOVERNMENT GUARANTEES ACT, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/11%20of%201999%20%28E%29.pdf
10 of 1976 (E) emblem.pdf,"THE KARNATAKA APPELLATE TRIBUNAL ACT, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/10%20of%201976%20%28E%29%20emblem.pdf
27 of 1966 (E) emblem.pdf,"THE KARNATAKA AGRICULTURAL PRODUCE MARKETING (REGULATION AND DEVELOPMENT) ACT, 1966",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/27%20of%201966%20%28E%29%20emblem.pdf
09 of 2017 (E) emblem.pdf,"THE KARNATAKA STATE CIVIL SERVICES (REGULATION OF TRANSFERS AND POSTINGS OF FOREST OFFICERS AND OTHER OFFICIALS) ACT, 2016",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/09%20of%202017%20%28E%29%20emblem.pdf
2 of 1985 (E) emblem.pdf,"THE KARNATAKA ADVOCATES' WELFARE FUND ACT, 1983",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/2%20of%201985%20%28E%29%20emblem.pdf
13 of 1980 (E) emblem.pdf,"THE BANGALORE CITY CIVIL COURT ACT, 1979",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/13%20of%201980%20%28E%29%20emblem.pdf
"THE KARNATAKA PRISON DEVELOPMENT BOARD ACT, 2021-ENG.pdf","THE KARNATAKA PRISON DEVELOPMENT BOARD ACT, 2021",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20PRISON%20DEVELOPMENT%20BOARD%20ACT%2C%202021-ENG.pdf
15 of 1967 (E) emblem.pdf,"THE KARNATAKA (ABOLITION OF CASH GRANTS) ACT, 1967",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/15%20of%201967%20%28E%29%20emblem.pdf
"THE KARNATAKA STATE PUBLIC RECORDS ACT, 2010-ENG.pdf","THE KARNATAKA STATE PUBLIC RECORDS ACT, 2010",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20PUBLIC%20RECORDS%20ACT%2C%202010-ENG.pdf
THE KARNATAKA SUGARCANE...2013 ETC-ENG.pdf,"THE KARNATAKA SUGARCANE (REGULATION OF PURCHASE AND SUPPLY) ACT, 2013",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SUGARCANE...2013%20ETC-ENG.pdf
"THE KARNATAKA SAKAALA SERVICES ACT, 2011-ENG.pdf","THE KARNATAKA SAKAALA SERVICES ACT, 2011",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SAKAALA%20SERVICES%20ACT%2C%202011-ENG.pdf
"51 of 1976 (E)The Karnataka Power Transmission Corporation(Recovery of Dues) Act, 1976(51 of 1976) Amended by Act 27 of 2001..pdf","THE KARNATAKA POWER TRANSMISSION CORPORATION (RECOVERY OF DUES) ACT, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/51%20of%201976%20%28E%29The%20Karnataka%20Power%20Transmission%20Corporation%28Recovery%20of%20Dues%29%20Act%2C%201976%2851%20of%201976%29%20Amended%20by%20Act%2027%20of%202001..pdf
"THE KARNATAKA STATE COMMISSION FOR BACKWARD CLASSES ACT, 1995-ENG.pdf","THE KARNATAKA STATE COMMISSION FOR BACKWARD CLASSES ACT, 1995",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20COMMISSION%20FOR%20BACKWARD%20CLASSES%20ACT%2C%201995-ENG.pdf
"THE KARNATAKA STATE MINORITIES COMMISSION ACT, 1994 (E).pdf","THE KARNATAKA STATE MINORITIES COMMISSION ACT, 1994",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20MINORITIES%20COMMISSION%20ACT%2C%201994%20%28E%29.pdf
9 of 1962 (E) emblem.pdf,"THE KARNATAKA AYURVEDIC, NATUROPATHY, SIDDHA, UNANI AND YOGA PRACTITIONERS REGISTRATION AND MEDICAL PRACTITIONERS MISCELLANEOUS PROVISIONS ACT, 1961",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/9%20of%201962%20%28E%29%20emblem.pdf
22 of 2021 (E).pdf,"THE ATRIA UNIVERSITY ACT, 2020",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/22%20of%202021%20%28E%29.pdf
"THE KARNATAKA PROVISIONAL COLLECTION OF TAXES ACT, 1974-ENG.pdf","THE KARNATAKA PROVISIONAL COLLECTION OF TAXES ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20PROVISIONAL%20COLLECTION%20OF%20TAXES%20ACT%2C%201974-ENG.pdf
04 of 2017 (E) emblem.pdf,"THE KARNATAKA ALTERATION OF NAMES OF CERTAIN PLACES ACT, 2016",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/04%20of%202017%20%28E%29%20emblem.pdf
"THE KARNATAKA STATE SERVANTS (DETERMINATION OF AGE) ACT, 1974-ENG.pdf","THE KARNATAKA STATE SERVANTS (DETERMINATION OF AGE) ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20SERVANTS%20%28DETERMINATION%20OF%20AGE%29%20ACT%2C%201974-ENG.pdf
THE KARNATAKA RESERVATION OF APPOINTMENT OR POSTS (IN THE....ETC 2000-ENG.pdf,"THE KARNATAKA RESERVATION OF APPOINTMENT OR POSTS (IN THE CIVIL SERVICES OF THE STATE) FOR RURAL CANDIDTES ACT, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20RESERVATION%20OF%20APPOINTMENT%20OR%20POSTS%20%28IN%20THE....ETC%202000-ENG.pdf
10 of 1982 (E).pdf,"THE KARNATAKA ECONOMIC OFFENCES (INAPPLICABILITY OF LIMITATION) ACT, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/10%20of%201982%20%28E%29.pdf
11 of 1974 (E).pdf,"THE KARNATAKA STATE CIVIL SERVICES (REGULATION OF PROMOTION, PAY AND PENSION) ACT, 1973",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/11%20of%201974%20%28E%29.pdf
37 of 1984 (E).pdf,"THE KARNATAKA EDUCATIONAL INSTITUTIONS (PROHIBITION OF CAPITATION FEE) ACT, 1984",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/37%20of%201984%20%28E%29.pdf
2 of 1975 (E) emblem.pdf,"THE KARNATAKA AGRICULTURAL CREDIT OPERATIONS AND MISCELLANEOUS PROVISIONS ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/2%20of%201975%20%28E%29%20emblem.pdf
"THE KARNATAKA LEGISLATURE (PROHIBITION OF SIMULTANEOUS MEMBERSHIP) ACT, 1956 - ENG.pdf","THE KARNATAKA LEGISLATURE (PROHIBITION OF SIMULTANEOUS MEMBERSHIP) ACT, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20LEGISLATURE%20%28PROHIBITION%20OF%20SIMULTANEOUS%20MEMBERSHIP%29%20ACT%2C%201956%20-%20ENG.pdf
THE KARNATAKA URBAN DEVELOPMENT...1987 ETC-ENG.pdf,"THE KARNATAKA URBAN DEVELOPMENT AUTHORITIES ACT, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20URBAN%20DEVELOPMENT...1987%20ETC-ENG.pdf
CONSTITUTION-JUNE-2019 (both Kan and Eng).pdf,Constitution of India (till June 2019),https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/CONSTITUTION-JUNE-2019%20(both%20Kan%20and%20Eng).pdf
IPC (both Kan and Eng).pdf,Indian Penal Code (IPC),https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/IPC%20%28both%20Kan%20and%20Eng%29.pdf
"THE LAND PORTS AUTHORITY OF INDIA ACT, 2010 English.pdf","The Land Ports Authority of India Act, 2010",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/THE%20LAND%20PORTS%20AUTHORITY%20OF%20INDIA%20ACT%2C%202010%20English.pdf
"THE LEGAL METROLOGY ACT, 2009 English.pdf","THE Legal Metrology Act, 2009",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/THE%20LEGAL%20METROLOGY%20ACT%2C%202009%20English.pdf
"THE PASSPORT (ENTRY INTO INDIA) ACT, 1920 English.pdf","THE Passport (Entry into India) Act, 1920",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/THE%20PASSPORT%20%28ENTRY%20INTO%20INDIA%29%20ACT%2C%201920%20English.pdf
"THE PREVENTION AND CONTROL OF INFECTIOUS AND CONTAGIOUS DISEASES IN ANIMALS ACT,  2009 English.pdf","THE Prevention and Control of Infectious and Contagious Diseases in Animals Act, 2009",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/THE%20PREVENTION%20AND%20CONTROL%20OF%20INFECTIOUS%20AND%20CONTAGIOUS%20DISEASES%20IN%20ANIMALS%20ACT%2C%20%202009%20English.pdf
The Actuaries Act 2006 English.pdf,"The Actuaries Act, 2006",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Actuaries%20Act%202006%20English.pdf
"The Advocates Act, 1961 English.pdf","The Advocates Act, 1961",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Advocates%20Act%2C%201961%20English.pdf
The Advocates Welfare Fund Act 2001 English.pdf,"The Advocates Welfare Fund Act, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Advocates%20Welfare%20Fund%20Act%202001%20English.pdf
"The Agricultural Produce Cess Act, 1940 (27 of 1940) Eng.doc","The Agricultural Produce Cess Act, 1940",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Agricultural%20Produce%20Cess%20Act%2C%201940%20%2827%20of%201940%29%20Eng.doc
The Agricultural and Processed food products Export Cess Act 1985 English.pdf,"The Agricultural and Processed food products Export Cess Act, 1985",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Agricultural%20and%20Processed%20food%20products%20Export%20Cess%20Act%201985%20English.pdf
"The Anti - Apartheid (United Nations Convention) Act, 1981 English.pdf","The Anti - Apartheid (United Nations Convention) Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Anti%20-%20Apartheid%20%28United%20Nations%20Convention%29%20Act%2C%201981%20English.pdf
"The Anti-Hijacking Act, 1982 Eng.pdf","The Anti-Hijacking Act, 1982",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Anti-Hijacking%20Act%2C%201982%20Eng.pdf
"The Antiquities _ Art Treasures Act,1972 (52 of 1972) English.pdf","The Antiquities and Art Treasures Act, 1972",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Antiquities%20_%20Art%20Treasures%20Act%2C1972%20%2852%20of%201972%29%20English.pdf
"The Architects Act, 1972 English.pdf","The Architects Act, 1972",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Architects%20Act%2C%201972%20English.pdf
"The Armed Forces (Special Powers) Act, 1958 English.pdf","The Armed Forces (Special Powers) Act, 1958",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Armed%20Forces%20%28Special%20Powers%29%20Act%2C%201958%20English.pdf
"The Army and Air force (Disposal of Private Property) Act, 1950 English.pdf","The Army and Air force (Disposal of Private Property) Act, 1950",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Army%20and%20Air%20force%20%28Disposal%20of%20Private%20Property%29%20Act%2C%201950%20English.pdf
"The Asiatic Society Act, 1984 English.pdf","The Asiatic Society Act, 1984",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Asiatic%20Society%20Act%2C%201984%20English.pdf
"The Atomic Energy Act,1962 (33 of 1962) English.pdf","The Atomic Energy Act, 1962",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Atomic%20Energy%20Act%2C1962%20%2833%20of%201962%29%20English.pdf
"The Bankers Books Evidence Act, 1891 Eng.pdf","The Bankers Books Evidence Act, 1891",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Bankers%20Books%20Evidence%20Act%2C%201891%20Eng.pdf
"The Beedi Workers Welfare Cess Act, 1976 Eng.pdf","The Beedi Workers Welfare Cess Act, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Beedi%20Workers%20Welfare%20Cess%20Act%2C%201976%20Eng.pdf
"The Beedi and Cigar Workers (Conditions of Employment) Act, 1966 English.pdf","The Beedi and Cigar Workers (Conditions of Employment) Act, 1966",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Beedi%20and%20Cigar%20Workers%20%28Conditions%20of%20Employment%29%20Act%2C%201966%20English.pdf
"The Benami Transactions (Prohibition) Act, 1988 Eng.pdf","The Benami Transactions (Prohibition) Act, 1988",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Benami%20Transactions%20%28Prohibition%29%20Act%2C%201988%20Eng.pdf
"The Building and other Construction Workers_s (Regulation of Employment and Conditions of Service) Act, 1996 Eng.pdf","The Building and other Construction Workers (Regulation of Employment and Conditions of Service) Act, 1996",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Building%20and%20other%20Construction%20Workers_s%20%28Regulation%20of%20Employment%20and%20Conditions%20of%20Service%29%20Act%2C%201996%20Eng.pdf
The Building and other Construction workers welfare cess Act 1996 English.pdf,"The Building and other Construction workers welfare cess Act, 1996",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Building%20and%20other%20Construction%20workers%20welfare%20cess%20Act%201996%20English.pdf
"The Cable Television Networks (Regulation) Act, 1995 English.pdf","The Cable Television Networks (Regulation) Act, 1995",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Cable%20Television%20Networks%20%28Regulation%29%20Act%2C%201995%20English.pdf
"The Carriage by Road Act, 2007 English.pdf","The Carriage by Road Act, 2007",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Carriage%20by%20Road%20Act%2C%202007%20English.pdf
"The Central Duties of Excise (Retrospective Exemption) Act, 1986 Eng.pdf","The Central Duties of Excise (Retrospective Exemption) Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Central%20Duties%20of%20Excise%20%28Retrospective%20Exemption%29%20Act%2C%201986%20Eng.pdf
"The Central Road Fund Act, 2000 Eng.pdf","The Central Road Fund Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Central%20Road%20Fund%20Act%2C%202000%20Eng.pdf
"The Charitable Endowments Act, 1890 English.pdf","The Charitable Endowments Act, 1890",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Charitable%20Endowments%20Act%2C%201890%20English.pdf
"The Chartered Accountants Act, 1949 English.pdf","The Chartered Accountants Act, 1949",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Chartered%20Accountants%20Act%2C%201949%20English.pdf
"The Chit Funds Act, 1982 Eng.pdf","The Chit Funds Act, 1982",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Chit%20Funds%20Act%2C%201982%20Eng.pdf
"The Cine Workers Welfare Cess Act, 1981 Eng.pdf","The Cine Workers Welfare Cess Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Cine%20Workers%20Welfare%20Cess%20Act%2C%201981%20Eng.pdf
"The Cine Workers and Cinema Theatre Workers (Regulation of Employment) Act, 1981 English.pdf","The Cine Workers and Cinema Theatre Workers (Regulation of Employment) Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Cine%20Workers%20and%20Cinema%20Theatre%20Workers%20%28Regulation%20of%20Employment%29%20Act%2C%201981%20English.pdf
"The Cine-Workers Welfare Fund Act, 1981 English.pdf","The Cine-Workers Welfare Fund Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Cine-Workers%20Welfare%20Fund%20Act%2C%201981%20English.pdf
"The Co-operative Societies Act, 1912 English.pdf","The Co-operative Societies Act, 1912",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Co-operative%20Societies%20Act%2C%201912%20English.pdf
"The Coal India (Regulation of Transfers and Validation) Act, 2000 English.pdf","The Coal India (Regulation of Transfers and Validation) Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Coal%20India%20%28Regulation%20of%20Transfers%20and%20Validation%29%20Act%2C%202000%20English.pdf
"The Code of Criminal Procedure, 1973-Diglot  Final English.pdf","The Code of Criminal Procedure, 1973",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Code%20of%20Criminal%20Procedure%2C%201973-Diglot%20%20Final%20English.pdf
"The Collection of Statistics Act, 2008 English.pdf","The Collection of Statistics Act, 2008",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Collection%20of%20Statistics%20Act%2C%202008%20English.pdf
The Commission for protection of child rights Act 2005 English.pdf,"The Commission for protection of child rights Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Commission%20for%20protection%20of%20child%20rights%20Act%202005%20English.pdf
"The Commission of Sati (Prevention) Act, 1987 English.pdf","The Commission of Sati (Prevention) Act, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Commission%20of%20Sati%20%28Prevention%29%20Act%2C%201987%20English.pdf
"The Company secretaries Act, 1980 English.pdf","The Company secretaries Act, 1980",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Company%20secretaries%20Act%2C%201980%20English.pdf
"The Dangerous Machines (Regulation) Act, 1983 Eng.pdf","The Dangerous Machines (Regulation) Act, 1983",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Dangerous%20Machines%20%28Regulation%29%20Act%2C%201983%20Eng.pdf
"The Delimitation Act, 2002 English.pdf","The Delimitation Act, 2002",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Delimitation%20Act%2C%202002%20English.pdf
"The Designs Act, 2000 English.pdf","The Designs Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Designs%20Act%2C%202000%20English.pdf
"The Diplomatic Relations (ViennaConvention) Act, 1972 English.pdf","The Diplomatic Relations (Vienna Convention) Act, 1972",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Diplomatic%20Relations%20%28ViennaConvention%29%20Act%2C%201972%20English.pdf
"The Dock Workers (Safety, Health and Welfare) Act, 1986 English.pdf","The Dock Workers (Safety, Health and Welfare) Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Dock%20Workers%20%28Safety%2C%20Health%20and%20Welfare%29%20Act%2C%201986%20English.pdf
"The Drugs and Cosmetics Act, 1940 English.pdf","The Drugs and Cosmetics Act, 1940",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Drugs%20and%20Cosmetics%20Act%2C%201940%20English.pdf
"The Energy Conservation Act, 2001 English.pdf","The Energy Conservation Act, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Energy%20Conservation%20Act%2C%202001%20English.pdf
"The Explosive Substances Act, 1908 English.pdf","The Explosive Substances Act, 1908",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Explosive%20Substances%20Act%2C%201908%20English.pdf
